,latitude,longitude,color,most similar,type
356,23.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
357,23.0,2.4,"(251, 250, 246)","(255, 255, 255)",HYPER ARID
358,23.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
359,23.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
360,23.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
361,23.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
362,23.0,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
363,23.0,5.4,"(247, 246, 245)","(255, 255, 255)",HYPER ARID
364,23.0,5.9,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
365,23.0,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
366,23.0,6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
367,23.0,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
368,23.0,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
369,23.0,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
370,23.0,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
371,23.0,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
372,23.0,9.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
373,23.0,10.4,"(249, 250, 247)","(255, 255, 255)",HYPER ARID
374,23.0,10.9,"(186, 201, 229)","(168, 253, 227)",SUB HUMID
375,23.0,11.4,"(249, 250, 242)","(255, 255, 255)",HYPER ARID
376,23.0,11.9,"(247, 250, 243)","(255, 255, 255)",HYPER ARID
377,23.0,12.4,"(247, 244, 241)","(255, 255, 255)",HYPER ARID
378,23.5,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
379,23.5,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
380,23.5,-7.1,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
381,23.5,-6.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
382,23.5,-6.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
383,23.5,-5.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
384,23.5,-5.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
385,23.5,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
386,23.5,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
387,23.5,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
388,23.5,-3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
389,23.5,-2.6,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
390,23.5,-2.1,"(155, 171, 184)","(88, 211, 150)",HUMID
391,23.5,-1.6,"(251, 249, 245)","(255, 255, 255)",HYPER ARID
392,23.5,-1.1,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
393,23.5,-0.6,"(251, 250, 246)","(255, 255, 255)",HYPER ARID
394,23.5,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
395,23.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
396,23.5,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
397,23.5,1.4,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
398,23.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
399,23.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
400,23.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
401,23.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
402,23.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
403,23.5,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
404,23.5,4.9,"(254, 253, 253)","(255, 255, 255)",HYPER ARID
405,23.5,5.4,"(217, 217, 217)","(255, 245, 208)",ARID
406,23.5,5.9,"(245, 244, 243)","(255, 255, 255)",HYPER ARID
407,23.5,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
408,23.5,6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
409,23.5,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
410,23.5,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
411,23.5,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
412,23.5,8.9,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
413,23.5,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
414,23.5,9.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
415,23.5,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
416,23.5,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
417,23.5,11.4,"(154, 170, 187)","(88, 211, 150)",HUMID
418,23.5,11.9,"(242, 247, 248)","(255, 255, 255)",HYPER ARID
419,23.5,12.4,"(234, 226, 219)","(255, 245, 208)",ARID
420,24.0,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
421,24.0,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
422,24.0,-7.1,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
423,24.0,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
424,24.0,-6.1,"(249, 248, 246)","(255, 255, 255)",HYPER ARID
425,24.0,-5.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
426,24.0,-5.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
427,24.0,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
428,24.0,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
429,24.0,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
430,24.0,-3.1,"(247, 250, 241)","(255, 255, 255)",HYPER ARID
431,24.0,-2.6,"(189, 201, 209)","(168, 253, 227)",SUB HUMID
432,24.0,-2.1,"(249, 249, 246)","(255, 255, 255)",HYPER ARID
433,24.0,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
434,24.0,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
435,24.0,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
436,24.0,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
437,24.0,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
438,24.0,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
439,24.0,1.4,"(250, 248, 247)","(255, 255, 255)",HYPER ARID
440,24.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
441,24.0,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
442,24.0,2.9,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
443,24.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
444,24.0,3.9,"(239, 234, 238)","(255, 255, 255)",HYPER ARID
445,24.0,4.4,"(240, 235, 239)","(255, 255, 255)",HYPER ARID
446,24.0,4.9,"(232, 225, 231)","(255, 245, 208)",ARID
447,24.0,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
448,24.0,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
449,24.0,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
450,24.0,6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
451,24.0,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
452,24.0,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
453,24.0,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
454,24.0,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
455,24.0,9.4,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
456,24.0,9.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
457,24.0,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
458,24.0,10.9,"(253, 252, 250)","(255, 255, 255)",HYPER ARID
459,24.0,11.4,"(251, 250, 241)","(255, 255, 255)",HYPER ARID
460,24.0,11.9,"(234, 243, 241)","(255, 255, 255)",HYPER ARID
461,24.0,12.4,"(248, 242, 225)","(255, 245, 208)",ARID
462,24.5,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
463,24.5,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
464,24.5,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
465,24.5,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
466,24.5,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
467,24.5,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
468,24.5,-5.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
469,24.5,-4.6,"(253, 249, 241)","(255, 255, 255)",HYPER ARID
470,24.5,-4.1,"(251, 246, 236)","(255, 255, 255)",HYPER ARID
471,24.5,-3.6,"(114, 126, 140)","(88, 211, 150)",HUMID
472,24.5,-3.1,"(248, 250, 240)","(255, 255, 255)",HYPER ARID
473,24.5,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
474,24.5,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
475,24.5,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
476,24.5,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
477,24.5,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
478,24.5,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
479,24.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
480,24.5,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
481,24.5,1.4,"(249, 248, 247)","(255, 255, 255)",HYPER ARID
482,24.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
483,24.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
484,24.5,2.9,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
485,24.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
486,24.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
487,24.5,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
488,24.5,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
489,24.5,5.4,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
490,24.5,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
491,24.5,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
492,24.5,6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
493,24.5,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
494,24.5,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
495,24.5,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
496,24.5,8.9,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
497,24.5,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
498,24.5,9.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
499,24.5,10.4,"(243, 245, 248)","(255, 255, 255)",HYPER ARID
500,24.5,10.9,"(239, 240, 244)","(255, 255, 255)",HYPER ARID
501,24.5,11.4,"(122, 142, 177)","(88, 211, 150)",HUMID
502,24.5,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
503,24.5,12.4,"(250, 243, 225)","(255, 245, 208)",ARID
504,25.0,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
505,25.0,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
506,25.0,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
507,25.0,-6.6,"(239, 233, 237)","(255, 255, 255)",HYPER ARID
508,25.0,-6.1,"(248, 247, 245)","(255, 255, 255)",HYPER ARID
509,25.0,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
510,25.0,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
511,25.0,-4.6,"(247, 250, 246)","(255, 255, 255)",HYPER ARID
512,25.0,-4.1,"(197, 211, 229)","(168, 253, 227)",SUB HUMID
513,25.0,-3.6,"(250, 248, 234)","(255, 255, 255)",HYPER ARID
514,25.0,-3.1,"(253, 250, 240)","(255, 255, 255)",HYPER ARID
515,25.0,-2.6,"(245, 240, 237)","(255, 255, 255)",HYPER ARID
516,25.0,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
517,25.0,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
518,25.0,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
519,25.0,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
520,25.0,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
521,25.0,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
522,25.0,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
523,25.0,1.4,"(249, 248, 247)","(255, 255, 255)",HYPER ARID
524,25.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
525,25.0,2.4,"(252, 250, 246)","(255, 255, 255)",HYPER ARID
526,25.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
527,25.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
528,25.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
529,25.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
530,25.0,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
531,25.0,5.4,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
532,25.0,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
533,25.0,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
534,25.0,6.9,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
535,25.0,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
536,25.0,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
537,25.0,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
538,25.0,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
539,25.0,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
540,25.0,9.9,"(246, 250, 248)","(255, 255, 255)",HYPER ARID
541,25.0,10.4,"(246, 248, 238)","(255, 255, 255)",HYPER ARID
542,25.0,10.9,"(250, 250, 241)","(255, 255, 255)",HYPER ARID
543,25.0,11.4,"(247, 250, 246)","(255, 255, 255)",HYPER ARID
544,25.0,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
545,25.0,12.4,"(250, 243, 225)","(255, 245, 208)",ARID
546,25.5,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
547,25.5,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
548,25.5,-7.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
549,25.5,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
550,25.5,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
551,25.5,-5.6,"(237, 228, 230)","(255, 245, 208)",ARID
552,25.5,-5.1,"(85, 106, 124)","(88, 211, 150)",HUMID
553,25.5,-4.6,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
554,25.5,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
555,25.5,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
556,25.5,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
557,25.5,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
558,25.5,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
559,25.5,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
560,25.5,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
561,25.5,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
562,25.5,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
563,25.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
564,25.5,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
565,25.5,1.4,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
566,25.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
567,25.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
568,25.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
569,25.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
570,25.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
571,25.5,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
572,25.5,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
573,25.5,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
574,25.5,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
575,25.5,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
576,25.5,6.9,"(252, 249, 242)","(255, 255, 255)",HYPER ARID
577,25.5,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
578,25.5,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
579,25.5,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
580,25.5,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
581,25.5,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
582,25.5,9.9,"(217, 232, 243)","(255, 255, 255)",HYPER ARID
583,25.5,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
584,25.5,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
585,25.5,11.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
586,25.5,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
587,25.5,12.4,"(250, 243, 225)","(255, 245, 208)",ARID
588,26.0,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
589,26.0,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
590,26.0,-7.1,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
591,26.0,-6.6,"(253, 247, 240)","(255, 255, 255)",HYPER ARID
592,26.0,-6.1,"(188, 200, 221)","(168, 253, 227)",SUB HUMID
593,26.0,-5.6,"(238, 247, 246)","(255, 255, 255)",HYPER ARID
594,26.0,-5.1,"(251, 250, 246)","(255, 255, 255)",HYPER ARID
595,26.0,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
596,26.0,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
597,26.0,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
598,26.0,-3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
599,26.0,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
600,26.0,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
601,26.0,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
602,26.0,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
603,26.0,-0.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
604,26.0,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
605,26.0,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
606,26.0,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
607,26.0,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
608,26.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
609,26.0,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
610,26.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
611,26.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
612,26.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
613,26.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
614,26.0,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
615,26.0,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
616,26.0,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
617,26.0,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
618,26.0,6.9,"(252, 250, 244)","(255, 255, 255)",HYPER ARID
619,26.0,7.4,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
620,26.0,7.9,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
621,26.0,8.4,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
622,26.0,8.9,"(251, 248, 247)","(255, 255, 255)",HYPER ARID
623,26.0,9.4,"(247, 250, 248)","(255, 255, 255)",HYPER ARID
624,26.0,9.9,"(238, 245, 240)","(255, 255, 255)",HYPER ARID
625,26.0,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
626,26.0,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
627,26.0,11.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
628,26.0,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
629,26.0,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
630,26.5,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
631,26.5,-7.6,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
632,26.5,-7.1,"(242, 247, 238)","(255, 255, 255)",HYPER ARID
633,26.5,-6.6,"(161, 176, 194)","(168, 253, 227)",SUB HUMID
634,26.5,-6.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
635,26.5,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
636,26.5,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
637,26.5,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
638,26.5,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
639,26.5,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
640,26.5,-3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
641,26.5,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
642,26.5,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
643,26.5,-1.6,"(253, 252, 248)","(255, 255, 255)",HYPER ARID
644,26.5,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
645,26.5,-0.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
646,26.5,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
647,26.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
648,26.5,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
649,26.5,1.4,"(230, 242, 245)","(255, 255, 255)",HYPER ARID
650,26.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
651,26.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
652,26.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
653,26.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
654,26.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
655,26.5,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
656,26.5,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
657,26.5,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
658,26.5,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
659,26.5,6.4,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
660,26.5,6.9,"(251, 249, 246)","(255, 255, 255)",HYPER ARID
661,26.5,7.4,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
662,26.5,7.9,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
663,26.5,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
664,26.5,8.9,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
665,26.5,9.4,"(92, 108, 131)","(88, 211, 150)",HUMID
666,26.5,9.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
667,26.5,10.4,"(252, 250, 246)","(255, 255, 255)",HYPER ARID
668,26.5,10.9,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
669,26.5,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
670,26.5,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
671,26.5,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
672,27.0,-8.1,"(237, 231, 236)","(255, 255, 255)",HYPER ARID
673,27.0,-7.6,"(90, 110, 128)","(88, 211, 150)",HUMID
674,27.0,-7.1,"(246, 243, 248)","(255, 255, 255)",HYPER ARID
675,27.0,-6.6,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
676,27.0,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
677,27.0,-5.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
678,27.0,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
679,27.0,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
680,27.0,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
681,27.0,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
682,27.0,-3.1,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
683,27.0,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
684,27.0,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
685,27.0,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
686,27.0,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
687,27.0,-0.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
688,27.0,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
689,27.0,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
690,27.0,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
691,27.0,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
692,27.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
693,27.0,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
694,27.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
695,27.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
696,27.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
697,27.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
698,27.0,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
699,27.0,5.4,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
700,27.0,5.9,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
701,27.0,6.4,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
702,27.0,6.9,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
703,27.0,7.4,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
704,27.0,7.9,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
705,27.0,8.4,"(252, 250, 244)","(255, 255, 255)",HYPER ARID
706,27.0,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
707,27.0,9.4,"(251, 249, 244)","(255, 255, 255)",HYPER ARID
708,27.0,9.9,"(97, 125, 147)","(88, 211, 150)",HUMID
709,27.0,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
710,27.0,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
711,27.0,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
