,latitude,longitude,color,most similar,type
4152,21.0,-4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4153,21.0,-4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4154,21.0,-4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4155,21.0,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4156,21.0,-4.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4157,21.0,-4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4158,21.0,-4.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4159,21.0,-4.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4160,21.0,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4161,21.0,-4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4162,21.0,-3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4163,21.0,-3.8,"(237, 231, 236)","(255, 255, 255)",HYPER ARID
4164,21.0,-3.7,"(244, 240, 242)","(255, 255, 255)",HYPER ARID
4165,21.0,-3.6,"(253, 252, 252)","(255, 255, 255)",HYPER ARID
4166,21.0,-3.5,"(244, 240, 243)","(255, 255, 255)",HYPER ARID
4167,21.0,-3.4,"(248, 246, 248)","(255, 255, 255)",HYPER ARID
4168,21.0,-3.3,"(225, 216, 224)","(255, 245, 208)",ARID
4169,21.0,-3.2,"(231, 223, 230)","(255, 245, 208)",ARID
4170,21.0,-3.1,"(247, 244, 245)","(255, 255, 255)",HYPER ARID
4171,21.0,-3.0,"(248, 246, 247)","(255, 255, 255)",HYPER ARID
4172,21.0,-2.9,"(253, 252, 251)","(255, 255, 255)",HYPER ARID
4173,21.0,-2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4174,21.0,-2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4175,21.0,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4176,21.0,-2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4177,21.0,-2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4178,21.0,-2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4179,21.0,-2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4180,21.0,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4181,21.0,-2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4182,21.0,-1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4183,21.0,-1.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4184,21.0,-1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4185,21.0,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4186,21.0,-1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4187,21.0,-1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4188,21.0,-1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4189,21.0,-1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4190,21.0,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4191,21.0,-1.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4192,21.0,-0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4193,21.0,-0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4194,21.0,-0.7,"(249, 247, 246)","(255, 255, 255)",HYPER ARID
4195,21.0,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4196,21.0,-0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4197,21.0,-0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4198,21.0,-0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4199,21.0,-0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4200,21.0,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4201,21.0,0.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4202,21.0,0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4203,21.0,0.2,"(251, 250, 246)","(255, 255, 255)",HYPER ARID
4204,21.0,0.3,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
4205,21.0,0.4,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
4206,21.0,0.5,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
4207,21.0,0.6,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
4208,21.0,0.7,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
4209,21.0,0.8,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
4210,21.0,0.9,"(248, 250, 244)","(255, 255, 255)",HYPER ARID
4211,21.0,1.0,"(248, 250, 240)","(255, 255, 255)",HYPER ARID
4212,21.0,1.1,"(236, 241, 243)","(255, 255, 255)",HYPER ARID
4213,21.0,1.2,"(118, 136, 161)","(88, 211, 150)",HUMID
4214,21.0,1.3,"(97, 120, 159)","(88, 211, 150)",HUMID
4215,21.0,1.4,"(158, 177, 198)","(168, 253, 227)",SUB HUMID
4216,21.0,1.5,"(232, 242, 248)","(255, 255, 255)",HYPER ARID
4217,21.0,1.6,"(245, 246, 246)","(255, 255, 255)",HYPER ARID
4218,21.0,1.7,"(250, 249, 247)","(255, 255, 255)",HYPER ARID
4219,21.0,1.8,"(250, 249, 247)","(255, 255, 255)",HYPER ARID
4220,21.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4221,21.0,2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4222,21.0,2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4223,21.0,2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4224,21.0,2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4225,21.0,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4226,21.0,2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4227,21.0,2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4228,21.0,2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4229,21.0,2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4230,21.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4231,21.0,3.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4232,21.0,3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4233,21.0,3.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4234,21.0,3.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4235,21.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4236,21.0,3.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4237,21.0,3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4238,21.0,3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4239,21.0,3.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4240,21.0,3.9,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
4241,21.0,4.0,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
4242,21.0,4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4243,21.0,4.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4244,21.0,4.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4245,21.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4246,21.0,4.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4247,21.0,4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4248,21.0,4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4249,21.0,4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4250,21.0,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4251,21.0,5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4252,21.0,5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4253,21.0,5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4254,21.0,5.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4255,21.0,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4256,21.0,5.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4257,21.0,5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4258,21.0,5.7,"(243, 239, 241)","(255, 255, 255)",HYPER ARID
4259,21.0,5.8,"(248, 247, 246)","(255, 255, 255)",HYPER ARID
4260,21.0,5.9,"(249, 247, 247)","(255, 255, 255)",HYPER ARID
4261,21.0,6.0,"(250, 248, 247)","(255, 255, 255)",HYPER ARID
4262,21.0,6.1,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
4263,21.0,6.2,"(244, 240, 242)","(255, 255, 255)",HYPER ARID
4264,21.0,6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4265,21.0,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4266,21.0,6.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4267,21.0,6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4268,21.0,6.7,"(249, 250, 246)","(255, 255, 255)",HYPER ARID
4269,21.0,6.8,"(250, 250, 245)","(255, 255, 255)",HYPER ARID
4270,21.0,6.9,"(251, 250, 244)","(255, 255, 255)",HYPER ARID
4271,21.0,7.0,"(251, 250, 246)","(255, 255, 255)",HYPER ARID
4272,21.0,7.1,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
4273,21.0,7.2,"(217, 227, 236)","(255, 245, 208)",ARID
4274,21.0,7.3,"(130, 146, 161)","(88, 211, 150)",HUMID
4275,21.0,7.4,"(112, 130, 147)","(88, 211, 150)",HUMID
4276,21.0,7.5,"(192, 202, 220)","(168, 253, 227)",SUB HUMID
4277,21.0,7.6,"(240, 250, 248)","(255, 255, 255)",HYPER ARID
4278,21.0,7.7,"(241, 246, 245)","(255, 255, 255)",HYPER ARID
4279,21.0,7.8,"(248, 249, 244)","(255, 255, 255)",HYPER ARID
4280,21.0,7.9,"(246, 243, 239)","(255, 255, 255)",HYPER ARID
4281,21.0,8.0,"(250, 247, 244)","(255, 255, 255)",HYPER ARID
4282,21.0,8.1,"(249, 247, 246)","(255, 255, 255)",HYPER ARID
4283,21.0,8.2,"(249, 249, 248)","(255, 255, 255)",HYPER ARID
4284,21.0,8.3,"(250, 249, 247)","(255, 255, 255)",HYPER ARID
4285,21.0,8.4,"(251, 249, 245)","(255, 255, 255)",HYPER ARID
4286,21.0,8.5,"(251, 249, 244)","(255, 255, 255)",HYPER ARID
4287,21.0,8.6,"(249, 250, 244)","(255, 255, 255)",HYPER ARID
4288,21.0,8.7,"(247, 250, 246)","(255, 255, 255)",HYPER ARID
4289,21.0,8.8,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
4290,21.0,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4291,21.0,9.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4292,21.0,9.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4293,21.0,9.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4294,21.0,9.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4295,21.0,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4296,21.0,9.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4297,21.0,9.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4298,21.0,9.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4299,21.0,9.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4300,21.0,9.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4301,21.0,10.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4302,21.0,10.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4303,21.0,10.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4304,21.0,10.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4305,21.0,10.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4306,21.0,10.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4307,21.0,10.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4308,21.0,10.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4309,21.0,10.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4310,21.0,10.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4311,21.0,11.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4312,21.0,11.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4313,21.0,11.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4314,21.0,11.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4315,21.0,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4316,21.0,11.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4317,21.0,11.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4318,21.0,11.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4319,21.0,11.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4320,21.0,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4321,21.0,12.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4322,21.0,12.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4323,21.0,12.2,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
4324,21.0,12.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4325,21.0,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
4326,21.1,-8.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4327,21.1,-8.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4328,21.1,-7.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4329,21.1,-7.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4330,21.1,-7.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4331,21.1,-7.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4332,21.1,-7.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4333,21.1,-7.4,"(243, 237, 237)","(255, 255, 255)",HYPER ARID
4334,21.1,-7.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4335,21.1,-7.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4336,21.1,-7.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4337,21.1,-7.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4338,21.1,-6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
4339,21.1,-6.8,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
4340,21.1,-6.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4341,21.1,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4342,21.1,-6.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4343,21.1,-6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4344,21.1,-6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4345,21.1,-6.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4346,21.1,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4347,21.1,-6.0,"(237, 236, 234)","(255, 245, 208)",ARID
4348,21.1,-5.9,"(169, 168, 166)","(88, 211, 150)",HUMID
4349,21.1,-5.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4350,21.1,-5.7,"(248, 247, 245)","(255, 255, 255)",HYPER ARID
4351,21.1,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4352,21.1,-5.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4353,21.1,-5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4354,21.1,-5.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4355,21.1,-5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4356,21.1,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4357,21.1,-5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4358,21.1,-4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4359,21.1,-4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4360,21.1,-4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4361,21.1,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4362,21.1,-4.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4363,21.1,-4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4364,21.1,-4.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4365,21.1,-4.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4366,21.1,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4367,21.1,-4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4368,21.1,-3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4369,21.1,-3.8,"(252, 252, 251)","(255, 255, 255)",HYPER ARID
4370,21.1,-3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4371,21.1,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4372,21.1,-3.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4373,21.1,-3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4374,21.1,-3.3,"(251, 251, 250)","(255, 255, 255)",HYPER ARID
4375,21.1,-3.2,"(248, 246, 247)","(255, 255, 255)",HYPER ARID
4376,21.1,-3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4377,21.1,-3.0,"(251, 251, 250)","(255, 255, 255)",HYPER ARID
4378,21.1,-2.9,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
4379,21.1,-2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4380,21.1,-2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4381,21.1,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4382,21.1,-2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4383,21.1,-2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4384,21.1,-2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4385,21.1,-2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4386,21.1,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4387,21.1,-2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4388,21.1,-1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4389,21.1,-1.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4390,21.1,-1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4391,21.1,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4392,21.1,-1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4393,21.1,-1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4394,21.1,-1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4395,21.1,-1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4396,21.1,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4397,21.1,-1.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4398,21.1,-0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4399,21.1,-0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4400,21.1,-0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4401,21.1,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4402,21.1,-0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4403,21.1,-0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4404,21.1,-0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4405,21.1,-0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4406,21.1,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4407,21.1,0.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4408,21.1,0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4409,21.1,0.2,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
4410,21.1,0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4411,21.1,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4412,21.1,0.5,"(252, 249, 246)","(255, 255, 255)",HYPER ARID
4413,21.1,0.6,"(252, 249, 245)","(255, 255, 255)",HYPER ARID
4414,21.1,0.7,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
4415,21.1,0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4416,21.1,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4417,21.1,1.0,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
4418,21.1,1.1,"(234, 238, 240)","(255, 255, 255)",HYPER ARID
4419,21.1,1.2,"(118, 134, 159)","(88, 211, 150)",HUMID
4420,21.1,1.3,"(113, 132, 157)","(88, 211, 150)",HUMID
4421,21.1,1.4,"(235, 247, 248)","(255, 255, 255)",HYPER ARID
4422,21.1,1.5,"(244, 247, 239)","(255, 255, 255)",HYPER ARID
4423,21.1,1.6,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
4424,21.1,1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4425,21.1,1.8,"(250, 249, 247)","(255, 255, 255)",HYPER ARID
4426,21.1,1.9,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
4427,21.1,2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4428,21.1,2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4429,21.1,2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4430,21.1,2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4431,21.1,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4432,21.1,2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4433,21.1,2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4434,21.1,2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4435,21.1,2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4436,21.1,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4437,21.1,3.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4438,21.1,3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4439,21.1,3.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4440,21.1,3.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4441,21.1,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4442,21.1,3.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4443,21.1,3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4444,21.1,3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4445,21.1,3.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4446,21.1,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4447,21.1,4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4448,21.1,4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4449,21.1,4.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4450,21.1,4.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4451,21.1,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4452,21.1,4.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4453,21.1,4.6,"(245, 242, 244)","(255, 255, 255)",HYPER ARID
4454,21.1,4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4455,21.1,4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4456,21.1,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4457,21.1,5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4458,21.1,5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4459,21.1,5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4460,21.1,5.3,"(250, 248, 247)","(255, 255, 255)",HYPER ARID
4461,21.1,5.4,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
4462,21.1,5.5,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
4463,21.1,5.6,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
4464,21.1,5.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4465,21.1,5.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4466,21.1,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4467,21.1,6.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4468,21.1,6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4469,21.1,6.2,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
4470,21.1,6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4471,21.1,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4472,21.1,6.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4473,21.1,6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4474,21.1,6.7,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
4475,21.1,6.8,"(250, 250, 247)","(255, 255, 255)",HYPER ARID
4476,21.1,6.9,"(251, 250, 245)","(255, 255, 255)",HYPER ARID
4477,21.1,7.0,"(251, 250, 244)","(255, 255, 255)",HYPER ARID
4478,21.1,7.1,"(250, 250, 247)","(255, 255, 255)",HYPER ARID
4479,21.1,7.2,"(243, 246, 248)","(255, 255, 255)",HYPER ARID
4480,21.1,7.3,"(238, 247, 248)","(255, 255, 255)",HYPER ARID
4481,21.1,7.4,"(183, 200, 217)","(168, 253, 227)",SUB HUMID
4482,21.1,7.5,"(95, 115, 140)","(88, 211, 150)",HUMID
4483,21.1,7.6,"(122, 136, 155)","(88, 211, 150)",HUMID
4484,21.1,7.7,"(171, 175, 192)","(168, 253, 227)",SUB HUMID
4485,21.1,7.8,"(236, 239, 246)","(255, 255, 255)",HYPER ARID
4486,21.1,7.9,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
4487,21.1,8.0,"(241, 247, 244)","(255, 255, 255)",HYPER ARID
4488,21.1,8.1,"(244, 248, 246)","(255, 255, 255)",HYPER ARID
4489,21.1,8.2,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
4490,21.1,8.3,"(250, 249, 246)","(255, 255, 255)",HYPER ARID
4491,21.1,8.4,"(251, 248, 245)","(255, 255, 255)",HYPER ARID
4492,21.1,8.5,"(251, 248, 244)","(255, 255, 255)",HYPER ARID
4493,21.1,8.6,"(250, 248, 247)","(255, 255, 255)",HYPER ARID
4494,21.1,8.7,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
4495,21.1,8.8,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
4496,21.1,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4497,21.1,9.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
4498,21.1,9.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
